ID;Temporada;Jornada;Local;Visitant;1;X;2;Resultat
10110612;10-11;06;Tenerife;Celta Vigo;0,4271;0,2965;0,2763;2
10110613;10-11;06;Alcorcon;Girona;0,4057;0,3066;0,2876;1
10110614;10-11;06;Betis;Valladolid;0,4424;0,2959;0,2617;1
10110801;10-11;08;Gijon;Valencia;0,3020;0,2829;0,4151;2
10110802;10-11;08;Atl. Madrid;Zaragoza;0,6021;0,2434;0,1545;1
10110803;10-11;08;Hercules;Sevilla;0,3500;0,2906;0,3594;1
10110804;10-11;08;Racing Santander;Getafe;0,3921;0,2878;0,3201;2
10110805;10-11;08;Malaga;Villarreal;0,3449;0,2888;0,3663;2
10110806;10-11;08;Dep. La Coruna;Almeria;0,4434;0,2910;0,2655;2
10110807;10-11;08;Levante;Real Madrid;0,0756;0,1682;0,7562;X
10110808;10-11;08;Espanyol;Osasuna;0,4259;0,2923;0,2818;1
10110809;10-11;08;Mallorca;Real Sociedad;0,4804;0,2794;0,2402;1
10110810;10-11;08;FC Cartagena SAD;Cordoba;0,4859;0,2821;0,2320;2
10110811;10-11;08;Celta Vigo;Gimnastic;0,5103;0,2806;0,2092;1
10110812;10-11;08;Las Palmas;Granada CF;0,4981;0,2764;0,2255;X
10110813;10-11;08;Albacete;Betis;0,2479;0,2896;0,4625;1
10110814;10-11;08;Elche;Valladolid;0,3503;0,3034;0,3464;X
10111001;10-11;10;Barcelona;Mallorca;0,8083;0,1297;0,0620;X
10111002;10-11;10;Valencia;Ath Bilbao;0,5679;0,2526;0,1795;1
10111003;10-11;10;Zaragoza;Gijon;0,4687;0,2807;0,2506;X
10111004;10-11;10;Getafe;Hercules;0,4464;0,2850;0,2686;1
10111005;10-11;10;Villarreal;Racing Santander;0,5826;0,2508;0,1666;1
10111006;10-11;10;Almeria;Malaga;0,4066;0,2868;0,3066;X
10111007;10-11;10;Real Madrid;Dep. La Coruna;0,8080;0,1322;0,0598;1
10111008;10-11;10;Osasuna;Levante;0,5380;0,2690;0,1930;X
10111009;10-11;10;Real Sociedad;Espanyol;0,4226;0,2905;0,2869;1
10111010;10-11;10;Tenerife;FC Cartagena SAD;0,4517;0,2899;0,2585;X
10111011;10-11;10;Huesca;Celta Vigo;0,3428;0,3066;0,3506;2
10111012;10-11;10;Alcorcon;Rayo Vallecano;0,2932;0,2951;0,4118;1
10111013;10-11;10;Granada CF;Girona;0,4524;0,2907;0,2569;1
10111014;10-11;10;Valladolid;Albacete;0,5959;0,2499;0,1542;X
10111301;10-11;13;Ath Bilbao;Zaragoza;0,5450;0,2598;0,1952;1
10111302;10-11;13;Gijon;Sevilla;0,2616;0,2745;0,4639;1
10111303;10-11;13;Atl. Madrid;Getafe;0,4782;0,2771;0,2447;1
10111304;10-11;13;Hercules;Villarreal;0,3254;0,2876;0,3870;X
10111305;10-11;13;Racing Santander;Almeria;0,4259;0,2914;0,2827;1
10111306;10-11;13;Malaga;Real Madrid;0,1101;0,2002;0,6897;2
10111307;10-11;13;Dep. La Coruna;Osasuna;0,3633;0,3006;0,3361;X
10111308;10-11;13;Levante;Real Sociedad;0,3765;0,2932;0,3303;1
10111309;10-11;13;Mallorca;Espanyol;0,4787;0,2807;0,2406;2
10111310;10-11;13;Cordoba;Elche;0,3863;0,3033;0,3104;X
10111311;10-11;13;Huesca;FC Cartagena SAD;0,3774;0,3014;0,3212;X
10111312;10-11;13;Granada CF;Rayo Vallecano;0,3352;0,2920;0,3729;X
10111313;10-11;13;Betis;Girona;0,6729;0,2185;0,1086;1
10111314;10-11;13;Valladolid;Las Palmas;0,5133;0,2741;0,2126;1
10111501;10-11;15;Valencia;Mallorca;0,6133;0,2382;0,1485;2
10111502;10-11;15;Zaragoza;Barcelona;0,0812;0,1600;0,7588;2
10111503;10-11;15;Sevilla;Ath Bilbao;0,5318;0,2636;0,2046;1
10111504;10-11;15;Getafe;Gijon;0,5354;0,2654;0,1992;1
10111505;10-11;15;Villarreal;Atl. Madrid;0,4224;0,2795;0,2981;1
10111506;10-11;15;Almeria;Hercules;0,4282;0,2881;0,2837;X
10111507;10-11;15;Real Madrid;Racing Santander;0,8331;0,1201;0,0468;1
10111508;10-11;15;Osasuna;Malaga;0,4744;0,2752;0,2504;1
10111509;10-11;15;Espanyol;Levante;0,5227;0,2727;0,2045;1
10111510;10-11;15;Cordoba;Tenerife;0,3878;0,2980;0,3142;X
10111511;10-11;15;Numancia;Gimnastic;0,4863;0,2867;0,2271;1
10111512;10-11;15;FC Cartagena SAD;Alcorcon;0,4812;0,2831;0,2357;1
10111513;10-11;15;UD Salamanca;Betis;0,2777;0,2916;0,4307;2
10111514;10-11;15;Girona;Valladolid;0,2666;0,2925;0,4409;1
10111701;10-11;17;Valencia;Zaragoza;0,6701;0,2113;0,1186;X
10111702;10-11;17;Barcelona;Sevilla;0,7679;0,1569;0,0752;1
10111703;10-11;17;Ath Bilbao;Getafe;0,4872;0,2679;0,2449;1
10111704;10-11;17;Atl. Madrid;Almeria;0,6488;0,2168;0,1344;X
10111705;10-11;17;Hercules;Real Madrid;0,0967;0,1852;0,7181;2
10111706;10-11;17;Racing Santander;Osasuna;0,4111;0,2884;0,3004;1
10111707;10-11;17;Malaga;Real Sociedad;0,4517;0,2830;0,2654;2
10111708;10-11;17;Dep. La Coruna;Espanyol;0,3476;0,2942;0,3582;1
10111709;10-11;17;Mallorca;Levante;0,5708;0,2532;0,1760;1
10111710;10-11;17;Gimnastic;Cordoba;0,4081;0,3011;0,2908;X
10111711;10-11;17;Betis;Rayo Vallecano;0,5274;0,2714;0,2012;1
10111712;10-11;17;Valladolid;UD Salamanca;0,5285;0,2760;0,1954;1
10111713;10-11;17;Albacete;Girona;0,4517;0,2939;0,2544;X
10111714;10-11;17;Ponferradina;Las Palmas;0,3157;0,3012;0,3831;1
10111901;10-11;19;Sevilla;Valencia;0,4256;0,2767;0,2977;1
10111902;10-11;19;Getafe;Barcelona;0,1070;0,1882;0,7049;2
10111903;10-11;19;Villarreal;Ath Bilbao;0,5232;0,2638;0,2131;1
10111904;10-11;19;Almeria;Gijon;0,4662;0,2880;0,2459;X
10111905;10-11;19;Real Madrid;Atl. Madrid;0,7336;0,1699;0,0965;1
10111906;10-11;19;Osasuna;Hercules;0,4564;0,2875;0,2562;1
10111907;10-11;19;Real Sociedad;Racing Santander;0,4591;0,2821;0,2587;1
10111908;10-11;19;Espanyol;Malaga;0,5237;0,2701;0,2063;1
10111909;10-11;19;Levante;Dep. La Coruna;0,4226;0,2936;0,2838;2
10111910;10-11;19;Tenerife;Gimnastic;0,5524;0,2730;0,1746;2
10111911;10-11;19;Cordoba;Huesca;0,4260;0,2963;0,2776;1
10111912;10-11;19;FC Cartagena SAD;Granada CF;0,4226;0,2986;0,2788;1
10111913;10-11;19;Celta Vigo;Betis;0,3377;0,2994;0,3629;X
10111914;10-11;19;Rayo Vallecano;Valladolid;0,4171;0,3006;0,2823;1
10112101;10-11;21;Valencia;Getafe;0,6201;0,2228;0,1571;1
10112102;10-11;21;Barcelona;Villarreal;0,7595;0,1585;0,0820;1
10112103;10-11;21;Ath Bilbao;Almeria;0,5834;0,2487;0,1679;1
10112104;10-11;21;Gijon;Real Madrid;0,0932;0,1746;0,7322;2
10112105;10-11;21;Atl. Madrid;Osasuna;0,6106;0,2363;0,1531;1
10112106;10-11;21;Hercules;Real Sociedad;0,4580;0,2862;0,2558;1
10112107;10-11;21;Racing Santander;Espanyol;0,4149;0,2953;0,2898;X
10112108;10-11;21;Malaga;Levante;0,5241;0,2635;0,2125;1
10112109;10-11;21;Mallorca;Dep. La Coruna;0,5345;0,2719;0,1936;X
10112110;10-11;21;Alcorcon;Cordoba;0,4350;0,2936;0,2714;1
10112111;10-11;21;Recreativo Huelva;FC Cartagena SAD;0,4207;0,3058;0,2735;1
10112112;10-11;21;Betis;Xerez CD;0,6196;0,2359;0,1445;1
10112113;10-11;21;Valladolid;Celta Vigo;0,4424;0,2959;0,2617;1
10112114;10-11;21;Las Palmas;Girona;0,5636;0,2569;0,1795;X
10112201;10-11;22;Sevilla;Mallorca;0,5807;0,2437;0,1755;2
10112202;10-11;22;Getafe;Zaragoza;0,4881;0,2691;0,2428;X
10112203;10-11;22;Almeria;Barcelona;0,0718;0,1573;0,7709;2
10112204;10-11;22;Real Madrid;Ath Bilbao;0,8164;0,1284;0,0551;1
10112205;10-11;22;Osasuna;Gijon;0,4479;0,2930;0,2591;1
10112206;10-11;22;Real Sociedad;Atl. Madrid;0,3186;0,2766;0,4048;2
10112207;10-11;22;Espanyol;Hercules;0,5174;0,2675;0,2150;1
10112208;10-11;22;Levante;Racing Santander;0,3888;0,2922;0,3190;1
10112209;10-11;22;Dep. La Coruna;Malaga;0,4241;0,2879;0,2879;1
10112210;10-11;22;Gimnastic;Huesca;0,4483;0,2918;0,2599;X
10112211;10-11;22;Tenerife;Alcorcon;0,5331;0,2704;0,1965;1
10112212;10-11;22;FC Cartagena SAD;Betis;0,2658;0,2953;0,4388;1
10112213;10-11;22;Xerez CD;Valladolid;0,3559;0,2987;0,3454;1
10112214;10-11;22;Elche;Girona;0,5563;0,2647;0,1790;X
10112401;10-11;24;Sevilla;Getafe;0,5876;0,2411;0,1713;2
10112402;10-11;24;Zaragoza;Villarreal;0,2952;0,2880;0,4167;2
10112403;10-11;24;Valencia;Almeria;0,7157;0,1827;0,1016;1
10112404;10-11;24;Ath Bilbao;Osasuna;0,5462;0,2624;0,1913;1
10112405;10-11;24;Gijon;Real Sociedad;0,4374;0,2885;0,2742;2
10112406;10-11;24;Atl. Madrid;Espanyol;0,6099;0,2325;0,1576;2
10112407;10-11;24;Hercules;Levante;0,5452;0,2570;0,1977;1
10112408;10-11;24;Racing Santander;Dep. La Coruna;0,4440;0,2870;0,2690;1
10112409;10-11;24;Mallorca;Malaga;0,5432;0,2589;0,1979;1
10112410;10-11;24;Granada CF;Cordoba;0,5102;0,2764;0,2135;X
10112411;10-11;24;Valladolid;FC Cartagena SAD;0,4858;0,2787;0,2355;2
10112412;10-11;24;Albacete;Xerez CD;0,3442;0,3077;0,3481;X
10112413;10-11;24;Las Palmas;Rayo Vallecano;0,3836;0,2995;0,3169;1
10112414;10-11;24;Girona;UD Salamanca;0,4055;0,3015;0,2930;X
10112601;10-11;26;Getafe;Mallorca;0,4301;0,2863;0,2837;1
10112602;10-11;26;Almeria;Zaragoza;0,4153;0,2883;0,2964;X
10112603;10-11;26;Real Madrid;Valencia;0,6931;0,1904;0,1165;1
10112604;10-11;26;Osasuna;Barcelona;0,0782;0,1596;0,7622;2
10112605;10-11;26;Real Sociedad;Ath Bilbao;0,3827;0,2870;0,3303;1
10112606;10-11;26;Espanyol;Gijon;0,5504;0,2614;0,1882;1
10112607;10-11;26;Levante;Atl. Madrid;0,2275;0,2580;0,5146;1
10112608;10-11;26;Dep. La Coruna;Hercules;0,4388;0,2939;0,2673;1
10112609;10-11;26;Malaga;Racing Santander;0,4597;0,2821;0,2582;1
10112610;10-11;26;Tenerife;Granada CF;0,4607;0,2851;0,2541;2
10112611;10-11;26;Cordoba;Recreativo Huelva;0,3595;0,3104;0,3302;X
10112612;10-11;26;Numancia;Betis;0,3101;0,2991;0,3908;2
10112613;10-11;26;FC Cartagena SAD;Albacete;0,5335;0,2747;0,1918;X
10112614;10-11;26;Elche;UD Salamanca;0,4742;0,2887;0,2371;1
10112801;10-11;28;Getafe;Villarreal;0,3484;0,2842;0,3674;1
10112802;10-11;28;Sevilla;Almeria;0,6389;0,2235;0,1376;2
10112803;10-11;28;Zaragoza;Real Madrid;0,0856;0,1685;0,7458;2
10112804;10-11;28;Valencia;Osasuna;0,6545;0,2187;0,1268;X
10112805;10-11;28;Barcelona;Real Sociedad;0,8746;0,0881;0,0373;1
10112806;10-11;28;Ath Bilbao;Espanyol;0,5285;0,2620;0,2095;1
10112807;10-11;28;Gijon;Levante;0,5166;0,2663;0,2171;X
10112808;10-11;28;Hercules;Malaga;0,4541;0,2765;0,2694;1
10112809;10-11;28;Mallorca;Racing Santander;0,5376;0,2673;0,1951;2
10112810;10-11;28;Granada CF;Gimnastic;0,5315;0,2727;0,1958;1
10112811;10-11;28;Betis;Cordoba;0,6539;0,2237;0,1223;1
10112812;10-11;28;Valladolid;Numancia;0,4857;0,2869;0,2274;2
10112813;10-11;28;Las Palmas;Xerez CD;0,4607;0,2849;0,2544;2
10112814;10-11;28;Girona;Celta Vigo;0,2901;0,2956;0,4144;X
10113001;10-11;30;Villarreal;Mallorca;0,5747;0,2561;0,1692;1
10113002;10-11;30;Almeria;Getafe;0,3850;0,2875;0,3275;2
10113003;10-11;30;Real Madrid;Sevilla;0,7984;0,1312;0,0704;1
10113004;10-11;30;Osasuna;Zaragoza;0,4980;0,2768;0,2252;X
10113005;10-11;30;Espanyol;Barcelona;0,0878;0,1612;0,7510;2
10113006;10-11;30;Levante;Ath Bilbao;0,3426;0,2864;0,3710;2
10113007;10-11;30;Dep. La Coruna;Gijon;0,4222;0,3017;0,2761;X
10113008;10-11;30;Malaga;Atl. Madrid;0,2820;0,2738;0,4442;2
10113009;10-11;30;Racing Santander;Hercules;0,5052;0,2732;0,2216;X
10113010;10-11;30;Huesca;Granada CF;0,3583;0,3137;0,3280;X
10113011;10-11;30;Tenerife;Betis;0,3097;0,2931;0,3971;2
10113012;10-11;30;Cordoba;Valladolid;0,2833;0,3108;0,4058;1
10113013;10-11;30;Celta Vigo;UD Salamanca;0,5622;0,2591;0,1787;1
10113014;10-11;30;Elche;Rayo Vallecano;0,3913;0,3014;0,3073;X
10113201;10-11;32;Villarreal;Almeria;0,6284;0,2288;0,1428;1
10113202;10-11;32;Getafe;Real Madrid;0,1290;0,2101;0,6610;2
10113203;10-11;32;Sevilla;Osasuna;0,6204;0,2311;0,1485;1
10113204;10-11;32;Zaragoza;Real Sociedad;0,4323;0,2839;0,2839;1
10113205;10-11;32;Valencia;Espanyol;0,5800;0,2473;0,1727;1
10113206;10-11;32;Barcelona;Levante;0,8873;0,0793;0,0334;1
10113207;10-11;32;Gijon;Malaga;0,4746;0,2748;0,2506;2
10113208;10-11;32;Atl. Madrid;Racing Santander;0,5894;0,2462;0,1643;X
10113209;10-11;32;Mallorca;Hercules;0,4827;0,2802;0,2371;1
10113210;10-11;32;Betis;Gimnastic;0,6694;0,2072;0,1234;1
10113211;10-11;32;Valladolid;Tenerife;0,5172;0,2804;0,2024;X
10113212;10-11;32;Albacete;Cordoba;0,4150;0,3099;0,2751;1
10113213;10-11;32;Girona;FC Cartagena SAD;0,3730;0,3045;0,3225;X
10113214;10-11;32;Rayo Vallecano;Celta Vigo;0,4201;0,2999;0,2801;2
10113401;10-11;34;Mallorca;Almeria;0,5438;0,2577;0,1985;1
10113402;10-11;34;Real Madrid;Villarreal;0,7164;0,1794;0,1041;1
10113403;10-11;34;Osasuna;Getafe;0,4241;0,2879;0,2879;X
10113404;10-11;34;Espanyol;Zaragoza;0,5119;0,2746;0,2136;1
10113405;10-11;34;Levante;Valencia;0,2410;0,2708;0,4882;2
10113406;10-11;34;Dep. La Coruna;Barcelona;0,0691;0,1447;0,7862;2
10113407;10-11;34;Malaga;Ath Bilbao;0,3923;0,2853;0,3224;X
10113408;10-11;34;Racing Santander;Gijon;0,4251;0,2936;0,2813;X
10113409;10-11;34;Hercules;Atl. Madrid;0,3179;0,2834;0,3987;1
10113410;10-11;34;Huesca;Betis;0,2740;0,3005;0,4254;X
10113411;10-11;34;Gimnastic;Valladolid;0,3153;0,3020;0,3827;1
10113412;10-11;34;Numancia;Las Palmas;0,5381;0,2667;0,1952;1
10113413;10-11;34;Xerez CD;Rayo Vallecano;0,4124;0,2873;0,3003;2
10113414;10-11;34;Elche;Celta Vigo;0,3682;0,3073;0,3245;2
10113501;10-11;35;Almeria;Real Madrid;0,0780;0,1524;0,7696;X
10113502;10-11;35;Villarreal;Osasuna;0,6014;0,2482;0,1504;1
10113503;10-11;35;Getafe;Real Sociedad;0,5148;0,2692;0,2161;2
10113504;10-11;35;Sevilla;Espanyol;0,5761;0,2460;0,1779;2
10113505;10-11;35;Zaragoza;Levante;0,5124;0,2709;0,2167;1
10113506;10-11;35;Valencia;Dep. La Coruna;0,6547;0,2208;0,1245;1
10113507;10-11;35;Barcelona;Malaga;0,8789;0,0800;0,0411;1
10113508;10-11;35;Ath Bilbao;Racing Santander;0,5605;0,2552;0,1843;1
10113509;10-11;35;Gijon;Hercules;0,4208;0,2883;0,2909;1
10113510;10-11;35;Betis;Alcorcon;0,6639;0,2157;0,1204;1
10113511;10-11;35;Valladolid;Huesca;0,5111;0,2827;0,2062;1
10113512;10-11;35;Albacete;Gimnastic;0,4004;0,3076;0,2921;2
10113513;10-11;35;Ponferradina;Tenerife;0,3282;0,3083;0,3635;X
10113514;10-11;35;Rayo Vallecano;FC Cartagena SAD;0,4735;0,2873;0,2392;1
10113601;10-11;36;Gijon;Atl. Madrid;0,3547;0,2892;0,3561;1
10113602;10-11;36;Ath Bilbao;Hercules;0,5581;0,2591;0,1828;1
10113603;10-11;36;Barcelona;Racing Santander;0,8923;0,0738;0,0339;1
10113604;10-11;36;Valencia;Malaga;0,6465;0,2185;0,1350;1
10113605;10-11;36;Sevilla;Levante;0,6902;0,1935;0,1163;1
10113606;10-11;36;Getafe;Espanyol;0,4521;0,2815;0,2664;2
10113607;10-11;36;Villarreal;Real Sociedad;0,6419;0,2225;0,1356;1
10113608;10-11;36;Almeria;Osasuna;0,4452;0,2843;0,2705;1
10113609;10-11;36;Real Madrid;Mallorca;0,8124;0,1289;0,0587;1
10113610;10-11;36;Granada CF;Recreativo Huelva;0,4498;0,2914;0,2588;1
10113611;10-11;36;Tenerife;Las Palmas;0,4850;0,2816;0,2334;X
10113612;10-11;36;Cordoba;Girona;0,4132;0,3059;0,2809;X
10113613;10-11;36;Numancia;UD Salamanca;0,5278;0,2849;0,1873;1
10113614;10-11;36;FC Cartagena SAD;Celta Vigo;0,3639;0,3083;0,3279;2
10113701;10-11;37;Mallorca;Gijon;0,5403;0,2702;0,1895;2
10113702;10-11;37;Atl. Madrid;Ath Bilbao;0,5324;0,2568;0,2108;2
10113703;10-11;37;Hercules;Barcelona;0,0619;0,1233;0,8148;2
10113704;10-11;37;Malaga;Zaragoza;0,5224;0,2634;0,2142;2
10113705;10-11;37;Dep. La Coruna;Sevilla;0,2884;0,2849;0,4267;X
10113706;10-11;37;Levante;Getafe;0,3468;0,2833;0,3699;1
10113707;10-11;37;Espanyol;Villarreal;0,3345;0,2867;0,3788;2
10113708;10-11;37;Real Sociedad;Almeria;0,4812;0,2744;0,2444;1
10113709;10-11;37;Osasuna;Real Madrid;0,1107;0,2011;0,6883;1
10113710;10-11;37;Numancia;Rayo Vallecano;0,4068;0,3126;0,2806;2
10113711;10-11;37;Cordoba;UD Salamanca;0,4258;0,3043;0,2698;1
10113712;10-11;37;Gimnastic;Las Palmas;0,4349;0,2992;0,2659;X
10113713;10-11;37;Granada CF;Betis;0,3104;0,2883;0,4013;1
10113714;10-11;37;Recreativo Huelva;Elche;0,4515;0,2991;0,2494;X
10113801;10-11;38;Ath Bilbao;Gijon;0,5533;0,2665;0,1802;1
10113802;10-11;38;Barcelona;Atl. Madrid;0,8255;0,1146;0,0599;1
10113803;10-11;38;Valencia;Hercules;0,6496;0,2160;0,1344;1
10113804;10-11;38;Zaragoza;Racing Santander;0,4742;0,2868;0,2389;X
10113805;10-11;38;Getafe;Dep. La Coruna;0,5052;0,2732;0,2216;1
10113806;10-11;38;Villarreal;Levante;0,7367;0,1769;0,0864;2
10113807;10-11;38;Almeria;Espanyol;0,3780;0,2870;0,3350;1
10113808;10-11;38;Real Madrid;Real Sociedad;0,8119;0,1328;0,0552;1
10113809;10-11;38;Osasuna;Mallorca;0,4862;0,2832;0,2306;X
10113810;10-11;38;Celta Vigo;Numancia;0,5593;0,2586;0,1821;1
10113811;10-11;38;Rayo Vallecano;Cordoba;0,6043;0,2468;0,1489;1
10113812;10-11;38;UD Salamanca;Tenerife;0,3850;0,2983;0,3167;2
10113813;10-11;38;Valladolid;Granada CF;0,4297;0,2969;0,2734;2
10113814;10-11;38;Betis;Recreativo Huelva;0,6406;0,2311;0,1283;2
10113901;10-11;39;Mallorca;Ath Bilbao;0,3916;0,2865;0,3219;1
10113902;10-11;39;Gijon;Barcelona;0,0635;0,1268;0,8097;X
10113903;10-11;39;Atl. Madrid;Valencia;0,4457;0,2824;0,2718;2
10113904;10-11;39;Hercules;Zaragoza;0,4157;0,2885;0,2958;1
10113905;10-11;39;Racing Santander;Sevilla;0,3292;0,2898;0,3810;1
10113906;10-11;39;Malaga;Getafe;0,4360;0,2778;0,2862;X
10113907;10-11;39;Levante;Almeria;0,4401;0,2828;0,2770;1
10113908;10-11;39;Espanyol;Real Madrid;0,1311;0,2095;0,6593;2
10113909;10-11;39;Real Sociedad;Osasuna;0,4164;0,2913;0,2923;1
10113910;10-11;39;Cordoba;Celta Vigo;0,2945;0,2936;0,4118;X
10113911;10-11;39;Gimnastic;UD Salamanca;0,4375;0,3015;0,2610;1
10113912;10-11;39;Huesca;Girona;0,4317;0,3053;0,2629;2
10113913;10-11;39;Alcorcon;Las Palmas;0,4643;0,2873;0,2485;1
10113914;10-11;39;Betis;Elche;0,6312;0,2392;0,1296;2
10114101;10-11;41;Barcelona;Ath Bilbao;0,8325;0,1144;0,0531;1
10114102;10-11;41;Valencia;Gijon;0,6153;0,2401;0,1446;X
10114103;10-11;41;Sevilla;Hercules;0,6302;0,2245;0,1452;1
10114104;10-11;41;Getafe;Racing Santander;0,5115;0,2697;0,2189;2
10114105;10-11;41;Villarreal;Malaga;0,6139;0,2331;0,1530;X
10114106;10-11;41;Almeria;Dep. La Coruna;0,4455;0,2875;0,2670;X
10114107;10-11;41;Real Madrid;Levante;0,8258;0,1193;0,0548;1
10114108;10-11;41;Osasuna;Espanyol;0,4380;0,2906;0,2714;1
10114109;10-11;41;Real Sociedad;Mallorca;0,4364;0,2831;0,2805;1
10114110;10-11;41;Celta Vigo;Tenerife;0,5607;0,2578;0,1814;1
10114111;10-11;41;Rayo Vallecano;Gimnastic;0,6072;0,2464;0,1463;X
10114112;10-11;41;Ponferradina;Granada CF;0,2382;0,2781;0,4838;X
10114113;10-11;41;Albacete;Recreativo Huelva;0,3494;0,3151;0,3355;X
10114114;10-11;41;Valladolid;Betis;0,3112;0,2945;0,3943;1
10114301;10-11;43;Mallorca;Barcelona;0,1057;0,1929;0,7014;2
10114302;10-11;43;Gijon;Zaragoza;0,4780;0,2854;0,2366;X
10114303;10-11;43;Atl. Madrid;Sevilla;0,4671;0,2751;0,2578;X
10114304;10-11;43;Hercules;Getafe;0,3778;0,2825;0,3396;X
10114305;10-11;43;Racing Santander;Villarreal;0,3449;0,2943;0,3608;X
10114306;10-11;43;Malaga;Almeria;0,4946;0,2699;0,2356;1
10114307;10-11;43;Dep. La Coruna;Real Madrid;0,1082;0,1941;0,6977;X
10114308;10-11;43;Levante;Osasuna;0,4083;0,2898;0,3019;1
10114309;10-11;43;Espanyol;Real Sociedad;0,4724;0,2872;0,2404;1
10114310;10-11;43;Cordoba;FC Cartagena SAD;0,3991;0,3009;0,3000;1
10114311;10-11;43;Gimnastic;Celta Vigo;0,2848;0,3014;0,4139;2
10114312;10-11;43;Huesca;Rayo Vallecano;0,3171;0,3067;0,3762;1
10114313;10-11;43;Granada CF;Las Palmas;0,5849;0,2447;0,1703;1
10114314;10-11;43;Betis;Albacete;0,6685;0,2151;0,1164;1
10114401;10-11;44;Valencia;Barcelona;0,1504;0,2263;0,6234;2
10114402;10-11;44;Zaragoza;Ath Bilbao;0,3362;0,2888;0,3750;1
10114403;10-11;44;Sevilla;Gijon;0,6342;0,2305;0,1354;1
10114404;10-11;44;Getafe;Atl. Madrid;0,3391;0,2839;0,3770;X
10114405;10-11;44;Villarreal;Hercules;0,6413;0,2266;0,1320;1
10114406;10-11;44;Almeria;Racing Santander;0,4171;0,2905;0,2924;X
10114407;10-11;44;Real Madrid;Malaga;0,8293;0,1183;0,0524;1
10114408;10-11;44;Real Sociedad;Levante;0,4955;0,2761;0,2285;X
10114409;10-11;44;Espanyol;Mallorca;0,4270;0,2904;0,2826;2
10114410;10-11;44;FC Cartagena SAD;Tenerife;0,4428;0,2853;0,2719;1
10114411;10-11;44;Xerez CD;Gimnastic;0,5088;0,2839;0,2074;2
10114412;10-11;44;Girona;Granada CF;0,3755;0,2992;0,3254;1
10114413;10-11;44;Ponferradina;Betis;0,2010;0,2684;0,5306;X
10114414;10-11;44;Albacete;Valladolid;0,2994;0,3094;0,3912;X
10114501;10-11;45;Mallorca;Valencia;0,3681;0,2917;0,3402;2
10114502;10-11;45;Barcelona;Zaragoza;0,8602;0,0983;0,0415;1
10114503;10-11;45;Gijon;Getafe;0,4617;0,2773;0,2611;1
10114504;10-11;45;Atl. Madrid;Villarreal;0,4527;0,2693;0,2781;1
10114505;10-11;45;Hercules;Almeria;0,4873;0,2799;0,2328;2
10114506;10-11;45;Racing Santander;Real Madrid;0,1282;0,2273;0,6445;2
10114507;10-11;45;Malaga;Osasuna;0,4614;0,2835;0,2551;2
10114508;10-11;45;Dep. La Coruna;Real Sociedad;0,4315;0,2890;0,2796;1
10114509;10-11;45;Levante;Espanyol;0,4637;0,2826;0,2537;1
10114510;10-11;45;Gimnastic;FC Cartagena SAD;0,3897;0,3031;0,3071;1
10114511;10-11;45;Alcorcon;Celta Vigo;0,3239;0,2951;0,3810;1
10114512;10-11;45;Granada CF;UD Salamanca;0,6269;0,2349;0,1383;2
10114513;10-11;45;Betis;Las Palmas;0,6348;0,2289;0,1363;1
10114514;10-11;45;Albacete;Elche;0,3185;0,3079;0,3737;2
10114601;10-11;46;Zaragoza;Valencia;0,3362;0,2827;0,3811;1
10114602;10-11;46;Sevilla;Barcelona;0,1240;0,2044;0,6716;X
10114603;10-11;46;Getafe;Ath Bilbao;0,3561;0,2892;0,3547;X
10114604;10-11;46;Villarreal;Gijon;0,5897;0,2487;0,1616;X
10114605;10-11;46;Almeria;Atl. Madrid;0,2849;0,2806;0,4345;X
10114606;10-11;46;Real Madrid;Hercules;0,8315;0,1197;0,0489;1
10114607;10-11;46;Osasuna;Racing Santander;0,4572;0,2916;0,2512;1
10114608;10-11;46;Espanyol;Dep. La Coruna;0,5135;0,2829;0,2036;1
10114609;10-11;46;Levante;Mallorca;0,4005;0,2878;0,3117;X
10114610;10-11;46;Numancia;Tenerife;0,4501;0,2972;0,2527;1
10114611;10-11;46;Xerez CD;Alcorcon;0,4977;0,2838;0,2185;X
10114612;10-11;46;Rayo Vallecano;Granada CF;0,4886;0,2805;0,2309;X
10114613;10-11;46;Girona;Betis;0,3059;0,2915;0,4026;2
10114614;10-11;46;Las Palmas;Valladolid;0,3648;0,3030;0,3322;1
10114701;10-11;47;Mallorca;Zaragoza;0,4920;0,2772;0,2309;1
10114702;10-11;47;Barcelona;Getafe;0,8548;0,0998;0,0454;1
10114703;10-11;47;Ath Bilbao;Villarreal;0,4700;0,2717;0,2583;2
10114704;10-11;47;Gijon;Almeria;0,5178;0,2685;0,2137;1
10114705;10-11;47;Atl. Madrid;Real Madrid;0,1696;0,2497;0,5807;2
10114706;10-11;47;Hercules;Osasuna;0,4211;0,2948;0,2841;2
10114707;10-11;47;Racing Santander;Real Sociedad;0,4689;0,2764;0,2547;1
10114708;10-11;47;Malaga;Espanyol;0,5156;0,2628;0,2215;1
10114709;10-11;47;Dep. La Coruna;Levante;0,4153;0,2974;0,2874;2
10114710;10-11;47;Alcorcon;FC Cartagena SAD;0,4372;0,2937;0,2691;X
10114711;10-11;47;Granada CF;Celta Vigo;0,3956;0,2958;0,3086;X
10114712;10-11;47;Betis;UD Salamanca;0,6842;0,2068;0,1091;1
